"체결시간","체결가","체결량" 
"11:23:00 900","7180","-85"
"11:23:04 785","7180","-50"
"11:23:06 373","7180","-1500"
"11:23:06 986","7190","+124"
"11:23:07 966","7190","+892"
"11:23:13 579","7200","+10"
"11:23:14 069","7190","+1"
"11:23:15 995","7190","+10"
"11:23:17 984","7190","+77"
"11:23:18 489","7180","-20"
"11:23:19 187","7190","+10"
"11:23:21 288","7190","+10"
"11:23:25 377","7190","+10"
"11:23:27 288","7190","+100"
"11:23:29 789","7190","+10"
"11:23:33 578","7180","-50"
"11:23:41 488","7190","+2"
"11:23:48 467","7190","+2"
"11:23:55 068","7180","-1500"
"11:23:58 467","7190","+6"
"11:24:01 477","7190","+976"
"11:24:03 671","7190","-11"
"11:24:07 169","7190","+59"
"11:24:07 376","7190","-46"
"11:24:07 873","7190","-15"
"11:24:15 081","7190","-4"
"11:24:22 778","7190","-1000"
"11:24:27 396","7190","-30"
"11:24:33 184","7190","-102"
"11:24:42 490","7200","+42"
"11:25:10 487","7190","-471"
"11:25:10 779","7200","+30"
"11:25:16 690","7200","+5"
"11:25:21 087","7190","-10"
"11:25:29 968","7190","-1000"
"11:25:32 375","7200","+250"
"11:25:36 401","7190","-734"
"11:25:37 064","7200","+3"
"11:25:40 884","7190","-200"
"11:25:43 082","7200","+50"
"11:25:43 376","7190","-300"
"11:25:44 075","7190","-100"
"11:25:46 997","7190","-5"
"11:25:47 684","7190","-27"
"11:25:48 077","7200","+1"
"11:25:52 275","7190","-50"
"11:26:01 777","7190","-5"
"11:26:03 283","7190","-52"
"11:26:07 081","7200","+100"
"11:26:12 373","7200","+200"
"11:26:15 277","7190","-120"
"11:26:15 780","7190","-4"
"11:26:31 283","7190","-2150"
"11:26:46 983","7190","+100"
"11:26:49 762","7190","+1"
"11:26:55 365","7180","-34"
"11:26:55 768","7180","-1"
"11:26:56 183","7190","+3"
"11:27:01 501","7190","+42"
"11:27:04 785","7190","+6"
"11:27:05 381","7190","+1"
"11:27:06 389","7180","-79"
"11:27:10 499","7180","-100"
"11:27:11 992","7180","-100"
"11:27:14 779","7180","-6196"
"11:27:14 779","7170","-8979"
"11:27:18 884","7170","-92"
"11:27:19 288","7170","-403"
"11:27:21 472","7170","+10"
"11:27:21 870","7170","+1"
"11:27:21 977","7170","+784"
"11:27:28 065","7170","-550"
"11:27:28 065","7160","-912"
"11:27:33 275","7170","-579"
"11:27:33 275","7160","-79"
"11:27:33 977","7160","-1"
"11:27:38 981","7170","-800"
"11:27:43 376","7170","-2"
"11:27:45 272","7170","-283"
"11:27:45 671","7170","-100"
"11:27:47 682","7170","-303"
"11:27:49 971","7170","-20"
"11:27:55 670","7170","-100"
"11:27:57 780","7170","-326"
"11:27:58 683","7180","+20"
"11:27:58 784","7180","-32"
"11:27:58 982","7180","-10"
"11:28:03 789","7180","-144"
"11:28:03 789","7170","-1216"
"11:28:05 875","7170","-92"
"11:28:09 972","7170","-479"
"11:28:11 378","7170","-1"
"11:28:11 786","7170","-40"
"11:28:12 879","7180","-10"
"11:28:12 879","7170","-240"
"11:28:16 784","7190","+25"
"11:28:17 071","7170","-200"
"11:28:17 994","7170","-52"
"11:28:21 088","7190","+1"
"11:28:26 672","7190","+5"
"11:28:29 383","7190","+5"
"11:28:35 889","7190","+20"
"11:28:36 371","7190","+20"
"11:28:40 005","7180","-486"
"11:28:40 193","7180","+7"
"11:28:40 272","7180","+207"
"11:28:41 200","7190","+4"
"11:28:46 580","7190","+10"
"11:28:47 265","7190","+1"
"11:28:48 872","7190","+2"
"11:29:02 202","7190","+60"
"11:29:06 486","7190","+7"
"11:29:07 965","7190","+100"
"11:29:10 771","7190","+1"
"11:29:12 491","7180","-45"
"11:29:20 568","7190","+41"
"11:29:24 680","7180","-130"
"11:29:35 465","7180","-285"
"11:29:39 471","7190","+1"
"11:29:44 368","7190","+100"
"11:29:46 472","7180","-100"
"11:29:48 870","7180","-20"
"11:30:01 763","7180","-3745"
"11:30:07 181","7170","-277"
"11:30:07 181","7180","+1"
"11:30:08 574","7180","+1"
"11:30:27 283","7180","+4"
"11:30:29 460","7180","+2"
"11:30:36 974","7180","+10"
"11:30:38 472","7180","+139"
"11:30:40 370","7180","+1"
"11:30:42 688","7180","+995"
"11:30:42 978","7180","+1"
"11:30:44 581","7180","+139"
"11:30:44 780","7180","+2"
"11:30:46 173","7180","+200"
"11:30:46 262","7180","+300"
"11:30:48 379","7180","+50"
"11:30:49 865","7180","+294"
"11:30:54 088","7180","-1"
"11:30:55 184","7180","-10"
"11:30:56 370","7180","-10"
"11:30:56 973","7180","-1"
"11:30:58 575","7180","-10"
"11:30:59 274","7180","+383"
"11:30:59 669","7180","+1"
"11:31:03 074","7170","-701"
"11:31:03 775","7180","+70"
"11:31:06 868","7180","+50"
"11:31:06 897","7170","-49"
"11:31:09 682","7180","+499"
"11:31:10 577","7180","-2"
"11:31:10 577","7170","-34"
"11:31:10 765","7180","-200"
"11:31:15 097","7180","-2"
"11:31:15 097","7170","-998"
"11:31:16 185","7170","-869"
"11:31:20 974","7170","-9"
"11:31:22 181","7170","-34"
"11:31:28 067","7170","-23"
"11:31:28 588","7170","-50"
"11:31:29 970","7170","-2506"
"11:31:30 082","7180","+1"
"11:31:35 073","7170","-1"
"11:31:35 967","7170","-1265"
"11:31:36 470","7170","-41"
"11:31:37 375","7170","-1630"
"11:31:37 870","7170","+826"
"11:31:39 366","7160","-1018"
"11:31:39 569","7170","+42"
"11:31:41 278","7160","-12"
"11:31:43 175","7170","+59"
"11:31:44 375","7170","+10"
"11:31:46 983","7160","-59"
"11:31:47 574","7160","-80"
"11:31:48 673","7170","+1"
"11:31:51 063","7170","+2"
"11:31:51 463","7160","-2092"
"11:31:52 188","7160","-2092"
"11:31:52 189","7160","-730"
"11:31:52 390","7170","+1"
"11:31:52 679","7160","-2092"
"11:31:52 982","7160","-1000"
"11:31:52 987","7160","-3138"
"11:31:53 077","7160","-330"
"11:31:53 177","7160","-106"
"11:31:54 875","7160","+1"
"11:32:01 678","7160","-421"
"11:32:02 381","7160","+2"
"11:32:05 602","7160","+100"
"11:32:05 667","7160","+10"
"11:32:06 082","7150","-700"
"11:32:06 085","7160","+187"
"11:32:06 183","7160","-300"
"11:32:06 263","7160","-211"
"11:32:06 263","7150","-89"
"11:32:06 656","7150","-282"
"11:32:06 980","7170","+1"
"11:32:07 865","7160","-9"
"11:32:07 971","7160","+1"
"11:32:07 974","7160","+1"
"11:32:08 069","7150","-450"
"11:32:08 980","7160","+80"
"11:32:09 087","7150","-1000"
"11:32:10 075","7150","-2500"
"11:32:10 882","7150","-150"
"11:32:10 987","7150","-41"
"11:32:11 394","7150","-492"
"11:32:11 472","7150","-1839"
"11:32:11 774","7150","-5023"
"11:32:12 271","7160","+1"
"11:32:12 675","7150","+7"
"11:32:16 161","7140","-1542"
"11:32:16 175","7140","-240"
"11:32:16 177","7140","-113"
"11:32:16 271","7140","-10"
"11:32:16 286","7140","-60"
"11:32:16 791","7150","+1"
"11:32:20 787","7150","+50"
"11:32:20 956","7150","+10"
"11:32:22 371","7150","+10"
"11:32:24 181","7150","+345"
"11:32:24 181","7160","+2155"
"11:32:24 353","7160","+1"
"11:32:26 285","7160","+1"
"11:32:26 590","7160","+20"
"11:32:31 158","7160","+5"
"11:32:32 681","7160","+48"
"11:32:32 867","7150","-408"
"11:32:36 878","7160","+10"
"11:32:37 467","7150","-405"
"11:32:37 589","7160","+50"
"11:32:38 872","7160","+100"
"11:32:41 564","7160","+10"
"11:32:41 657","7160","+30"
"11:32:42 868","7160","+10"
"11:32:43 967","7160","+20"
"11:32:47 486","7160","+1"
"11:32:48 185","7160","+50"
"11:32:48 387","7160","+3207"
"11:32:50 663","7160","-2"
"11:32:52 954","7160","-301"
"11:32:53 781","7160","+178"
"11:32:55 383","7160","-100"
"11:32:57 359","7160","-100"
"11:32:59 068","7160","+1"
"11:33:00 395","7160","+5"
"11:33:02 272","7160","+10"
"11:33:04 277","7160","+150"
"11:33:04 459","7150","-2435"
"11:33:07 475","7150","-375"
"11:33:08 975","7160","+2"
"11:33:10 587","7150","-3"
"11:33:12 862","7150","-10"
"11:33:13 068","7160","+5"
"11:33:13 668","7150","-110"
"11:33:14 601","7150","-60"
"11:33:14 985","7150","-571"
"11:33:20 875","7150","-11"
"11:33:23 166","7150","-727"
"11:33:23 271","7150","-590"
"11:33:25 173","7150","+8"
"11:33:28 767","7150","-117"
"11:33:29 276","7150","-100"
"11:33:29 571","7160","+41"
"11:33:29 761","7150","-300"
"11:33:34 480","7150","-2000"
"11:33:34 574","7150","-1671"
"11:33:34 781","7150","+10"
"11:33:38 565","7150","+20"
"11:33:39 969","7150","+10"
"11:33:41 090","7150","+10"
"11:33:41 754","7140","-50"
"11:33:42 180","7150","+10"
"11:33:45 472","7150","+1"
"11:33:46 582","7150","+3"
"11:33:48 682","7140","-607"
"11:33:49 271","7150","+20"
"11:33:49 473","7140","-3000"
"11:33:50 770","7150","+140"
"11:33:52 160","7140","-500"
"11:33:54 159","7140","-232"
"11:33:55 754","7140","-55"
"11:33:56 281","7140","-289"
"11:33:56 470","7140","-1268"
"11:33:56 470","7130","-264"
"11:33:56 858","7130","-1504"
"11:33:56 870","7140","+10"
"11:33:58 495","7140","+42"
"11:33:58 898","7140","+5"
"11:34:00 082","7140","+146"
"11:34:00 276","7140","+10"
"11:34:00 574","7140","+2"
"11:34:01 175","7130","-4516"
"11:34:01 176","7120","-4498"
"11:34:01 180","7120","-1"
"11:34:01 274","7120","-200"
"11:34:02 470","7120","-7197"
"11:34:02 471","7110","-4853"
"11:34:02 478","7110","-29"
"11:34:02 578","7130","+3031"
"11:34:02 578","7140","+283"
"11:34:03 174","7130","-2"
"11:34:03 273","7120","+1"
"11:34:03 273","7120","+1"
"11:34:03 573","7120","+1"
"11:34:03 675","7120","+1"
"11:34:04 369","7120","+1482"
"11:34:04 878","7140","+10"
"11:34:06 764","7130","-51"
"11:34:06 764","7120","-20"
"11:34:07 076","7120","+50"
"11:34:07 371","7120","+10"
"11:34:07 481","7120","+1"
"11:34:07 670","7120","+10"
"11:34:07 970","7120","+17"
"11:34:08 272","7110","-10022"
"11:34:08 898","7120","+114"
"11:34:09 277","7120","+53"
"11:34:09 674","7120","+1"
"11:34:09 781","7120","+152"
"11:34:11 059","7120","+1"
"11:34:11 565","7120","+2"
"11:34:11 971","7110","-63"
"11:34:12 095","7120","+1"
"11:34:12 488","7120","+17"
"11:34:13 484","7120","+1"
"11:34:14 179","7120","+9"
"11:34:14 487","7120","-68"
"11:34:14 769","7120","+20"
"11:34:15 169","7110","-3000"
"11:34:15 265","7120","+712"
"11:34:15 753","7120","-1289"
"11:34:15 753","7110","-511"
"11:34:15 865","7130","+1"
"11:34:15 967","7120","-5"
"11:34:18 061","7110","-9097"
"11:34:18 279","7110","+1"
"11:34:18 487","7110","+1"
"11:34:18 891","7110","+1"
"11:34:18 958","7110","+1"
"11:34:20 387","7100","-5"
"11:34:20 485","7100","-802"
"11:34:21 161","7100","-674"
"11:34:21 162","7110","+50"
"11:34:21 262","7110","+159"
"11:34:21 284","7100","-835"
"11:34:21 363","7110","+1"
"11:34:21 373","7110","+10"
"11:34:21 769","7110","+10"
"11:34:22 682","7110","+10"
"11:34:24 272","7100","-200"
"11:34:25 084","7110","+1"
"11:34:25 565","7100","-400"
"11:34:25 671","7110","+1"
"11:34:25 878","7100","-5000"
"11:34:26 168","7100","-23"
"11:34:26 290","7110","+1"
"11:34:26 659","7110","+1"
"11:34:26 958","7110","+2"
"11:34:27 488","7100","-1700"
"11:34:27 582","7110","+50"
"11:34:27 658","7110","+1"
"11:34:28 156","7100","-2613"
"11:34:28 163","7100","-12"
"11:34:28 359","7100","-50"
"11:34:28 572","7100","-4898"
"11:34:28 698","7110","+2"
"11:34:28 967","7100","-444"
"11:34:29 181","7100","-500"
"11:34:30 165","7100","-200"
"11:34:30 982","7110","+20"
"11:34:31 356","7110","+20"
"11:34:31 579","7110","+20"
"11:34:31 864","7110","+20"
"11:34:31 967","7100","-13"
"11:34:32 580","7100","-1"
"11:34:33 056","7100","-230"
"11:34:33 380","7100","-752"
"11:34:33 585","7100","-609"
"11:34:33 659","7100","+5"
"11:34:34 176","7090","-817"
"11:34:34 266","7090","-150"
"11:34:34 476","7100","+71"
"11:34:34 681","7090","-74"
"11:34:34 690","7090","-50"
"11:34:35 773","7100","+3"
"11:34:36 260","7090","-100"
"11:34:37 771","7090","-1188"
"11:34:37 861","7100","+100"
"11:34:38 092","7090","-100"
"11:34:38 960","7090","-7"
"11:34:39 076","7100","+1"
"11:34:39 300","7090","-278"
"11:34:39 360","7100","+1"
"11:34:39 468","7090","-40"
"11:34:40 771","7090","-5877"
"11:34:40 867","7090","-8520"
"11:34:41 667","7090","-863"
"11:34:41 758","7090","+1249"
"11:34:42 083","7100","+11253"
"11:34:42 563","7090","+2650"
"11:34:42 663","7080","-30"
"11:34:42 666","7100","-5"
"11:34:42 666","7080","-342"
"11:34:42 667","7080","-100"
"11:34:42 777","7080","-1220"
"11:34:42 781","7090","+3"
"11:34:42 782","7080","-400"
"11:34:42 970","7090","+2109"
"11:34:43 961","7090","+311"
"11:34:44 164","7090","-2"
"11:34:44 164","7080","-2110"
"11:34:44 380","7110","+5"
"11:34:45 173","7100","-1"
"11:34:46 884","7100","-154"
"11:34:46 885","7090","-746"
"11:34:46 919","7090","-100"
"11:34:47 873","7100","-156"
"11:34:47 873","7090","-12"
"11:34:48 778","7100","-1"
"11:34:48 778","7090","-1286"
"11:34:49 686","7100","-9"
"11:34:50 495","7100","-193"
"11:34:50 495","7090","-911"
"11:34:50 496","7080","-197"
"11:34:51 364","7090","-5"
"11:34:51 364","7080","-195"
"11:34:53 275","7100","+84"
"11:34:53 478","7100","+1"
"11:34:54 661","7100","+20"
"11:34:55 261","7090","-820"
"11:34:55 990","7100","+1"
"11:34:56 088","7100","+10"
"11:34:56 267","7100","+2"
"11:34:56 269","7100","+10"
"11:34:56 276","7100","+5"
"11:34:56 370","7100","+1"
"11:34:56 473","7100","+10"
"11:34:56 580","7100","+2"
"11:34:56 865","7100","+3"
"11:34:56 873","7100","+5"
"11:34:56 963","7100","+7"
"11:34:57 372","7100","+10"
"11:34:59 167","7100","+1"
"11:34:59 170","7090","-1000"
"11:34:59 560","7100","+140"
"11:35:01 468","7100","+2450"
"11:35:01 468","7100","+5"
"11:35:01 556","7100","+3"
"11:35:02 151","7100","-6"
"11:35:02 373","7110","+10"
"11:35:03 868","7110","+30"
"11:35:03 872","7110","+2159"
"11:35:06 265","7110","+1349"
"11:35:06 385","7120","+304"
"11:35:07 489","7110","-102"
"11:35:09 677","7110","-20"
"11:35:11 374","7120","+100"
"11:35:11 567","7120","+400"
"11:35:12 091","7120","+50"
"11:35:12 769","7120","+1"
"11:35:14 370","7110","-20"
"11:35:15 068","7120","+24"
"11:35:16 952","7110","-500"
"11:35:18 376","7110","-11"
"11:35:20 176","7120","+20"
"11:35:20 263","7110","-1350"
"11:35:20 568","7120","+1"
"11:35:21 387","7120","+426"
"11:35:23 455","7120","+100"
"11:35:23 586","7120","+6702"
"11:35:24 264","7130","+1"
"11:35:24 666","7130","+250"
"11:35:28 074","7120","-300"
"11:35:28 865","7130","+50"
"11:35:31 379","7130","+1123"
"11:35:33 369","7120","-259"
"11:35:33 976","7130","+1"
"11:35:40 199","7120","-100"
"11:35:40 270","7120","-1000"
"11:35:40 867","7130","+200"
"11:35:41 080","7120","-420"
"11:35:41 267","7120","-2"
"11:35:41 381","7130","+4976"
"11:35:41 588","7140","+1"
"11:35:42 583","7130","+2"
"11:35:43 989","7130","+10"
"11:35:44 765","7130","+1"
"11:35:46 471","7130","+1"
"11:35:46 668","7130","+72"
"11:35:47 876","7120","-1"
"11:35:48 374","7130","+1092"
"11:35:48 673","7130","-300"
"11:35:51 372","7130","-300"
"11:35:52 787","7130","-1"
"11:35:53 385","7130","-134"
"11:35:54 072","7130","-40"
"11:35:54 391","7140","+50"
"11:35:55 164","7140","+10"
"11:35:55 875","7140","+5"
"11:35:57 272","7130","-8300"
"11:35:57 378","7140","+2"
"11:35:58 178","7140","+1064"
"11:35:58 977","7140","-2"
"11:35:58 977","7130","-139"
"11:35:59 661","7130","-62"
"11:36:00 259","7140","+5"
"11:36:02 189","7140","+333"
"11:36:02 378","7140","+1"
"11:36:02 466","7140","+199"
"11:36:02 972","7140","-1"
"11:36:03 059","7140","-35"
"11:36:03 062","7150","+2"
"11:36:03 062","7150","+2"
"11:36:03 080","7150","+7"
"11:36:03 171","7150","+10"
"11:36:03 186","7150","+3"
"11:36:03 260","7150","+10"
"11:36:03 278","7150","+10"
"11:36:03 358","7150","+5"
"11:36:05 769","7150","+155"
"11:36:07 670","7140","-190"
"11:36:08 075","7140","+49"
"11:36:09 067","7130","-280"
"11:36:09 464","7130","-210"
"11:36:10 665","7130","-1400"
"11:36:10 871","7140","+1"
"11:36:11 193","7130","-10000"
"11:36:12 070","7130","-353"
"11:36:12 465","7140","+202"
"11:36:12 870","7140","+800"
"11:36:14 184","7130","-200"
"11:36:14 389","7140","+2"
"11:36:14 568","7140","+377"
"11:36:15 783","7140","-70"
"11:36:16 964","7140","-1"
"11:36:17 480","7150","+41"
"11:36:18 985","7140","-50"
"11:36:20 758","7140","-50"
"11:36:21 380","7140","-14"
"11:36:22 759","7140","-800"
"11:36:23 381","7140","-80"
"11:36:26 283","7140","-1"
"11:36:27 262","7140","-1"
"11:36:29 469","7150","+140"
"11:36:30 262","7140","-24"
"11:36:36 067","7140","-2"
"11:36:38 536","7140","-1"
"11:36:39 723","7140","-25"
"11:36:42 524","7150","+69"
"11:36:43 632","7150","+259"
"11:36:47 017","7150","+279"
"11:36:49 233","7150","+69"
"11:36:49 523","7140","-1098"
"11:36:49 822","7150","+1"
"11:36:50 838","7140","-65"
"11:36:54 228","7140","-150"
"11:36:55 032","7140","-11"
"11:36:55 714","7140","-72"
"11:36:55 930","7140","-400"
"11:36:59 118","7150","+100"
"11:37:05 039","7140","-1"
"11:37:06 752","7150","+4"
"11:37:08 826","7140","-291"
"11:37:09 316","7140","-150"
"11:37:09 635","7140","-1021"
"11:37:11 843","7140","-2200"
"11:37:11 845","7140","-1587"
"11:37:12 235","7140","+10"
"11:37:14 563","7140","+10"
"11:37:17 529","7140","+200"
"11:37:18 546","7140","+10"
"11:37:19 336","7130","-677"
"11:37:24 635","7140","+20"
"11:37:28 318","7130","-700"
"11:37:29 623","7130","-9"
"11:37:29 740","7140","+129"
"11:37:33 027","7140","+1"
"11:37:35 132","7140","+300"
"11:37:37 018","7130","-25"
"11:37:41 342","7140","+4"
"11:37:44 331","7130","-3050"
"11:37:44 535","7130","-183"
"11:37:52 742","7140","+241"
"11:38:04 833","7130","-5"
"11:38:05 628","7140","+50"
"11:38:06 632","7130","-25"
"11:38:07 841","7130","-71"
"11:38:08 624","7130","-115"
"11:38:08 625","7120","-1824"
"11:38:08 625","7110","-3356"
"11:38:08 625","7100","-374"
"11:38:18 721","7130","+1"
"11:38:30 724","7130","+1"
"11:38:31 321","7120","-200"
"11:38:31 633","7120","-9"
"11:38:33 736","7120","+100"
"11:38:34 638","7120","+50"
"11:38:36 536","7120","+42"
"11:38:36 537","7120","+400"
"11:38:39 021","7120","+1002"
"11:38:39 554","7120","-2034"
"11:38:40 926","7120","-5"
"11:38:44 340","7120","-130"
"11:38:46 439","7120","-16"
"11:38:47 320","7130","+7"
"11:38:47 454","7130","+10"
"11:38:47 523","7130","+2"
"11:38:47 537","7130","+10"
"11:38:47 627","7130","+3"
"11:38:47 940","7130","+5"
"11:38:48 031","7130","+2"
"11:38:48 132","7130","+10"
"11:38:48 323","7120","-1032"
"11:38:52 240","7120","-150"
"11:38:55 721","7120","-48"
"11:38:58 055","7120","-124"
"11:38:59 127","7120","-75"
"11:39:00 640","7120","-200"
"11:39:13 050","7120","-1068"
"11:39:13 051","7110","-732"
"11:39:14 038","7110","-1"
"11:39:14 218","7110","-70"
"11:39:16 617","7120","-10"
"11:39:16 617","7110","-390"
"11:39:19 247","7110","-469"
"11:39:20 652","7110","-80"
"11:39:20 831","7110","-43"
"11:39:23 847","7110","-1121"
"11:39:25 942","7120","+261"
"11:39:28 219","7120","+1"
"11:39:31 843","7120","+202"
"11:39:34 529","7120","+1"
"11:39:34 530","7120","+400"
"11:39:34 835","7120","+187"
"11:39:40 049","7120","-1"
"11:39:40 049","7110","-1199"
"11:39:44 918","7120","+422"
"11:39:48 341","7120","-240"
"11:39:50 852","7120","-10"
"11:39:52 222","7130","+3281"
"11:39:53 227","7120","-200"
"11:39:53 732","7130","-1"
"11:39:54 829","7130","-25"
"11:40:05 835","7130","-10"
"11:40:06 334","7130","-547"
"11:40:06 524","7140","+1"
"11:40:06 527","7140","+400"
"11:40:06 726","7140","+744"
"11:40:07 727","7140","+952"
"11:40:07 728","7140","+400"
"11:40:08 129","7140","+1"
"11:40:08 130","7140","+309"
"11:40:15 735","7140","+251"
"11:40:15 736","7150","+16"
"11:40:22 819","7140","-100"
"11:40:43 145","7140","-1"
"11:40:44 228","7140","-400"
"11:40:46 026","7140","-180"
"11:40:46 037","7140","-456"
"11:40:46 145","7140","-11"
"11:40:47 422","7140","-500"
"11:40:47 945","7140","-445"
"11:40:49 355","7140","+10"
"11:40:50 147","7130","-100"
"11:40:52 914","7130","-100"
"11:40:53 523","7130","-12"
"11:40:54 035","7130","-100"
"11:40:55 533","7140","+41"
"11:41:01 431","7130","-500"
"11:41:03 940","7130","-50"
"11:41:03 945","7130","-13"
"11:41:05 536","7130","-480"
"11:41:06 028","7140","+420"
"11:41:07 816","7130","-46"
"11:41:08 019","7130","-1"
"11:41:10 835","7130","-474"
"11:41:11 227","7130","-475"
"11:41:12 950","7130","+10"
"11:41:13 932","7130","+40"
"11:41:18 944","7120","-41"
"11:41:22 721","7130","+50"
"11:41:23 541","7130","+238"
"11:41:24 633","7130","+5"
"11:41:26 737","7120","-1500"
"11:41:27 432","7130","+84"
"11:41:33 423","7130","+50"
"11:41:34 819","7120","-70"
"11:41:40 226","7130","+3"
"11:41:43 631","7120","-14"
"11:41:44 625","7130","+120"
"11:41:45 223","7120","-32"
"11:41:48 423","7120","-59"
"11:41:48 527","7120","-14"
"11:42:00 316","7120","-783"
"11:42:06 110","7120","-3"
"11:42:06 325","7120","-1954"
"11:42:06 325","7110","-46"
"11:42:10 115","7120","-1"
"11:42:11 739","7120","-1"
"11:42:20 324","7110","-500"
"11:42:26 230","7110","-308"
"11:42:28 042","7110","-1002"
"11:42:28 519","7110","-800"
"11:42:31 243","7120","+437"
"11:42:31 724","7110","-1000"
"11:42:32 646","7110","-9"
"11:42:33 330","7110","-475"
"11:42:33 724","7110","+525"
"11:42:37 126","7110","-1"
"11:42:38 851","7110","-2"
"11:42:46 319","7110","-200"
"11:42:48 520","7110","-269"
"11:42:48 915","7110","-500"
"11:42:51 326","7110","-3"
"11:42:51 331","7110","-100"
"11:42:55 141","7120","+4"
"11:42:55 523","7110","-55"
"11:42:56 332","7110","-151"
"11:42:56 412","7110","-318"
"11:42:57 427","7110","-85"
"11:42:58 516","7110","-130"
"11:42:59 238","7110","-652"
"11:42:59 238","7100","-16777"
"11:42:59 331","7100","+2571"
"11:43:03 853","7110","+140"
"11:43:05 221","7110","+140"
"11:43:06 134","7110","+140"
"11:43:07 630","7110","+1"
"11:43:13 045","7100","-91"
"11:43:14 527","7110","+42"
"11:43:15 728","7110","+1129"
"11:43:17 446","7110","-82"
"11:43:18 925","7110","-100"
"11:43:20 042","7110","-392"
"11:43:20 234","7110","+485"
"11:43:22 128","7110","+10"
"11:43:22 536","7110","+856"
"11:43:24 013","7110","-82"
"11:43:24 529","7110","-2"
"11:43:26 928","7110","-100"
"11:43:29 044","7110","-50"
"11:43:33 024","7120","+10"
"11:43:35 332","7110","-20"
"11:43:38 814","7110","-1607"
"11:43:38 814","7100","-4862"
"11:43:38 815","7090","-8531"
"11:43:39 120","7120","+1"
"11:43:43 630","7100","-509"
"11:43:48 827","7090","-370"
"11:43:50 717","7100","+50"
"11:43:52 534","7100","+205"
"11:43:52 720","7100","+1"
"11:43:54 455","7100","+2473"
"11:43:55 415","7100","-17"
"11:43:55 631","7100","-521"
"11:43:56 522","7100","+379"
"11:43:58 340","7100","-2"
"11:43:59 621","7100","+698"
"11:44:02 825","7100","+1"
"11:44:03 946","7100","+9"
"11:44:04 921","7100","-91"
"11:44:04 921","7090","-3787"
"11:44:09 543","7100","-4"
"11:44:09 736","7100","-18"
"11:44:09 926","7100","-40"
"11:44:09 926","7090","-1960"
"11:44:11 418","7090","-200"
"11:44:14 134","7110","+70"
"11:44:15 941","7110","+1"
"11:44:15 960","7100","-221"
"11:44:15 960","7090","-2779"
"11:44:20 346","7100","-300"
"11:44:21 417","7100","-3"
"11:44:22 832","7100","-15"
"11:44:25 230","7100","-85"
"11:44:25 326","7100","+15"
"11:44:29 311","7100","-15"
"11:44:29 424","7100","+385"
"11:44:35 542","7100","-500"
"11:44:35 814","7100","-778"
"11:44:36 631","7100","+200"
"11:44:37 415","7090","-1"
"11:44:38 216","7100","+141"
"11:44:38 311","7100","+10"
"11:44:39 327","7100","+100"
"11:44:43 624","7100","+100"
"11:44:44 036","7100","+20"
"11:44:44 823","7100","+1"
"11:44:44 948","7100","+2974"
"11:44:45 134","7100","-2"
"11:44:52 418","7100","-937"
"11:44:56 528","7110","+296"
"11:44:56 627","7110","+1"
"11:44:58 116","7100","-1430"
"11:44:58 322","7100","-1"
"11:44:58 760","7100","+8"
"11:45:01 145","7110","+100"
"11:45:03 443","7100","-600"
"11:45:03 820","7090","-400"
"11:45:10 921","7090","-100"
"11:45:11 036","7100","+10"
"11:45:11 037","7100","+465"
"11:45:12 940","7100","-2"
"11:45:12 941","7090","-98"
"11:45:13 211","7100","-8"
"11:45:16 316","7090","-10"
"11:45:20 023","7100","+1"
"11:45:20 025","7100","+841"
"11:45:20 033","7100","+1780"
"11:45:22 222","7100","-279"
"11:45:22 224","7100","+148"
"11:45:33 521","7110","+944"
"11:45:33 522","7110","+198"
"11:45:36 223","7110","-1"
"11:45:41 520","7110","-62"
"11:45:42 538","7110","+52"
"11:45:46 226","7110","+2"
"11:45:47 132","7100","-1789"
"11:45:48 444","7100","+138"
"11:45:50 937","7110","+30"
"11:45:53 842","7110","+100"
"11:46:03 227","7100","-1"
"11:46:03 334","7100","-5"
"11:46:03 652","7110","+415"
"11:46:06 125","7100","-460"
"11:46:10 635","7100","-21"
"11:46:14 318","7100","-1500"
"11:46:14 535","7100","-9"
"11:46:21 837","7100","-53"
"11:46:23 713","7100","-254"
"11:46:27 018","7100","+602"
"11:46:27 019","7100","+841"
"11:46:27 119","7100","+845"
"11:46:27 121","7100","+400"
"11:46:27 213","7100","+400"
"11:46:27 214","7100","+211"
"11:46:27 324","7100","-1"
"11:46:27 412","7100","+319"
"11:46:28 540","7100","+313"
"11:46:28 541","7100","+476"
"11:46:30 841","7100","-100"
"11:46:31 006","7110","+10"
"11:46:35 725","7100","-2375"
"11:46:36 522","7100","+1"
"11:46:36 823","7100","+10"
"11:46:37 045","7100","+1"
"11:46:37 616","7100","+9"
"11:46:43 317","7100","+400"
"11:46:43 318","7100","+841"
"11:46:43 815","7100","+10"
"11:46:44 512","7100","+1000"
"11:46:44 513","7100","+353"
"11:46:46 715","7100","-1"
"11:46:47 610","7100","+76"
"11:46:47 618","7100","+281"
"11:46:47 631","7100","+841"
"11:46:49 007","7100","+1"
"11:46:50 034","7100","+489"
"11:46:51 235","7100","+25"
"11:46:53 410","7100","+100"
"11:46:53 411","7100","+400"
"11:46:54 619","7100","+200"
"11:46:54 920","7100","+51"
"11:46:57 121","7090","-1"
"11:46:57 223","7100","+25"
